longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-12228,3785,480,20630,4840,10540,4660,22625,1329000
-12229,3784,350,18720,4190,10170,4140,22106,1325000
-12228,3783,520,31080,8130,16230,7650,26997,1269000
-1223,3784,140,73550,24080,31000,20510,40018,1438000
-12223,3783,520,29900,3790,9470,3610,78772,5000010
-12222,3782,390,24920,3100,8080,3150,118603,5000010
-12222,3782,420,29910,3350,10180,3350,13499,5000010
-12223,3782,520,32420,3660,10010,3520,122138,5000010
-12223,3782,520,30510,3810,10050,3690,81872,4661000
-12223,3782,520,34940,3960,11920,3830,123804,5000010
-12224,3783,520,17570,2460,5850,2270,58948,4578000
-12224,3783,520,24490,3120,9160,3160,81194,4716000
-12223,3782,520,16110,2030,5560,1790,87477,5000010
-12224,3782,520,36650,5170,14700,5200,6155,3986000
-12225,3782,520,24740,4030,11040,3980,5883,3407000
-12223,3776,520,30370,5160,12420,5180,52128,2899000
-12223,3776,520,22690,3230,8050,3210,47188,3353000
-12223,3776,520,13160,1770,3780,1620,52915,3330000
-12224,3777,520,11530,2350,4810,2230,26411,2410000
-12223,3777,520,7720,1790,4090,1600,33214,1896000
-12224,3777,520,17110,3860,8850,3730,36417,2063000
-12225,3777,520,26500,5660,14680,5670,30161,2157000
-12225,3777,520,10380,2200,4820,2150,31771,2102000
-12225,3777,520,15270,3200,8250,2640,34531,2088000
-12225,3777,520,8590,1570,4290,1580,43098,1979000
-12226,3778,520,9700,2170,5280,2080,33438,2013000
-12226,3778,520,10450,2390,4960,2160,29213,1908000
-12227,3778,520,14080,2800,7180,2650,26806,2079000
-12227,3778,520,12220,2640,6300,2650,37708,2153000
-12227,3778,450,11690,2630,7230,2860,39444,2129000
-12227,3778,130,20200,5350,9590,4860,52601,2927000
-12228,3779,300,41450,8690,36680,8550,25444,2750000
-1223,3777,420,20380,3680,20370,3550,26447,2000000
-12228,3778,290,51540,,37410,12730,25762,1734000
-12229,3778,420,12410,3090,8210,3000,19427,1022000
-12228,3777,520,14680,3630,8700,3470,29688,2208000
-12228,3777,270,39970,10730,19010,9660,375,2428000
-12229,3776,180,28730,7630,12430,6630,51702,2654000
-12228,3778,500,14870,3060,7300,3270,25139,2190000
-12226,3777,520,16700,3500,7930,2990,29732,2821000
-12227,3777,520,22520,3880,10330,4340,55337,3720000
-12227,3777,520,17310,3770,8720,3630,41667,2258000
-12227,3777,520,17100,4810,8490,4570,27115,2208000
-12227,3777,520,23880,5590,11210,5180,33269,2345000
-12225,3777,520,21560,4580,8720,4450,32685,2542000
-12226,3777,520,15650,3150,6370,2970,47778,3518000
-12226,3777,520,17040,3710,6630,3400,4226,2750000
-12226,3777,520,12100,1680,4110,1720,33571,4054000
-12226,3777,520,20970,4440,9150,4130,29899,2281000
-12226,3777,520,18480,4790,9210,4770,2875,2340000
-12224,3777,430,9550,2840,5850,2660,23882,1625000
-12225,3777,430,43290,11100,20860,10530,2975,2434000
-12223,3776,520,30110,5420,13030,5350,51039,2738000
-12223,3776,520,10490,1850,3740,1760,41458,2485000
-12224,3776,520,25040,5160,9790,4720,34762,2440000
-12224,3776,520,18460,4710,8270,4460,26833,2409000
-12223,3776,520,17050,2460,6580,2530,575,3063000
-12223,3775,500,15420,2890,6540,2680,39632,2400000
-12224,3775,450,8910,,3840,1460,49489,2471000
-12224,3775,270,40510,7530,14990,7970,48711,2866000
-12224,3776,520,26460,5810,11280,5220,30718,2667000
-12224,3776,490,24280,5250,11100,4920,36719,2298000
-12224,3776,520,25670,4360,11190,4150,46094,2293000
-12224,3773,210,70310,12490,29300,12350,45213,2284000
-12225,3774,250,19140,3650,8970,3900,44562,2062000
-12224,3772,50,186340,28850,74270,27180,7611,3507000
-12227,3773,310,57850,13790,29730,13120,32689,2310000
-12225,3776,520,28760,6480,13400,6320,3567,2529000
-12227,3774,280,69090,15540,29740,14840,36875,3539000
-12227,3777,230,56790,12700,26900,11510,47695,2917000
-12228,3775,200,11560,3650,5830,3260,31972,1000000
-12206,3777,120,143160,20450,57810,20070,72634,3416000
-12206,3773,50,35960,4670,17380,5120,70568,4125000
-12206,3771,360,35410,5700,14780,5290,4635,2486000
-12207,3771,400,18080,3020,7460,2700,53015,2549000
-12207,3771,360,28790,4800,12350,4550,49801,2415000
-12207,3772,260,32040,4770,14110,4840,54834,2952000
-12208,3772,310,38660,5310,13680,5210,6187,3404000
-12208,3772,320,24760,3680,10480,3670,56194,2747000
-12208,3771,350,22110,3500,10040,3650,54639,2386000
-12209,3771,350,26630,3870,10860,3670,51498,2664000
-1221,3772,300,25990,3660,9220,3500,58382,3302000
-12211,3771,360,45690,8240,19500,8190,465,2068000
-1221,377,250,29730,6220,14130,5950,43819,2092000
-1221,3769,300,31150,6250,14440,5680,37222,1958000
-12209,3771,310,18430,2820,7490,2690,52855,2535000
-12209,377,310,20530,3360,8670,3290,43375,2418000
-1221,3771,270,67400,10730,27230,10350,52131,2525000
-12209,377,300,17510,2690,7310,2630,6005,2639000
-12208,3771,380,16630,2950,7810,3010,50519,2270000
-12208,3771,380,37160,6570,17840,6520,48237,2209000
-12208,377,320,27180,4470,11560,4100,52497,2593000
-12207,377,390,14200,2720,6450,2770,4125,2325000
-12206,377,370,18930,3100,8210,3150,46005,2316000
-12206,377,330,39060,7900,19120,7700,35187,2094000
-12207,377,320,34000,7360,14870,6940,30,2232000
-12208,377,250,34020,7580,16450,7100,34934,2099000
-12209,377,330,44130,11070,22390,10510,29861,2082000
-12207,3769,290,23040,6180,10210,5520,25362,2038000
-12208,3769,360,23500,4990,11050,4670,33021,1957000
-12207,3769,310,59140,13090,29990,12950,30964,1905000
-12208,3769,430,15750,3240,7400,2840,28512,1810000
-12208,3769,420,14140,2740,6290,2440,33478,1849000
-12208,3768,370,8480,2020,3140,2050,23958,1908000
-12208,3768,150,30510,6850,14790,6680,35295,2422000
-12209,3769,200,42960,8170,17320,8000,48036,1883000
-12215,3774,520,28980,5570,13380,5500,3851,1835000
-12214,3774,520,10710,2010,4400,1920,40662,2042000
-12214,3773,510,26190,4030,9220,3930,46042,2519000
-12215,3774,490,14940,3160,6110,2880,22,1875000
-12216,3773,520,22600,4160,9940,4120,41164,1982000
-12215,3774,520,13940,2230,5450,2300,395,2190000
-12215,3773,520,10280,1290,3170,1430,49135,2750000
-12215,3773,450,37580,8190,15730,7360,28355,2454000
-12217,3773,460,21630,4700,9250,4350,325,1775000
-12216,3773,490,16990,4080,7680,3850,28301,1716000
-12217,3773,520,15550,2890,6200,2920,37159,1833000
-12216,3773,520,11140,2060,4250,2070,25625,1750000
-12218,3772,450,14980,3130,10030,3050,38047,1567000
-12218,3771,450,7260,1470,5190,1350,3375,1575000
-12217,3771,380,8900,2000,4810,1980,3244,1798000
-12218,377,360,26390,5330,12090,5190,40268,2055000
-12218,377,350,25620,5540,13980,5250,33906,1789000
-12219,3771,360,3610,690,1580,580,55461,2625000
-12217,3772,420,30080,6590,18170,6640,3371,1650000
-12217,3772,460,13690,2840,7660,2890,35313,1597000
-12217,3772,50,16920,3980,8140,3280,3663,1583000
-12216,3772,380,10070,2450,6180,2390,2875,1448000
-12217,3772,430,37830,8140,21390,7890,40202,1663000
-12216,3771,370,15070,2420,6320,2530,45553,1910000
-12216,3771,360,6660,1320,3660,1340,34643,1750000
-12216,3772,100,22290,6010,8770,4850,33431,1375000
-12215,3773,280,22150,5870,8300,5730,21898,1417000
-12215,3772,310,16160,3720,7390,3790,29097,2109000
-12215,3772,470,11900,2510,5400,2660,3375,1983000
-12215,3772,290,41690,10470,20240,9620,28125,1574000
-12214,3773,520,20240,3200,8230,3340,50,2647000
-12214,3773,380,17230,3940,7110,3530,30673,2184000
-12214,3773,430,22640,3900,9310,3680,38125,2351000
-12213,3773,330,19960,2680,6860,2700,69096,3418000
-12213,3772,260,28620,3940,10300,3970,7912,3673000
-12213,3772,350,21830,3830,9760,3920,38393,2435000
-12212,3771,350,10370,2070,5520,2100,40,1679000
-12213,3772,250,11340,1530,3400,1710,65095,3712000
-12214,3772,390,7860,1320,2880,1320,35156,2189000
-12214,3772,450,13970,2530,5550,2480,2983,2027000
-12213,3772,450,23150,4510,10060,4440,3524,1862000
-12213,3771,440,16130,3390,7760,3460,31103,1889000
-12213,3771,440,14210,2980,6090,2700,35781,1800000
-12215,3771,180,57780,15260,24410,13520,31682,2027000
-12214,3771,270,30940,8660,13640,7890,26101,1817000
-12214,3771,180,39050,10070,21970,10440,36932,1668000
-12213,377,430,30460,5570,13330,5440,34583,1837000
-12213,377,190,35160,7100,18100,7030,39032,2180000
-12215,3771,360,9980,1780,5310,1830,40208,1915000
-12215,377,360,14640,2440,6720,2610,35547,1947000
-12214,377,170,14630,2920,6950,3300,45859,1872000
-12213,377,210,41240,10540,21620,9980,26321,2231000
-12213,3769,170,23800,7690,12160,6430,3395,2713000
-12214,377,360,12660,2280,6060,2390,39702,1941000
-12216,377,360,22390,3910,12030,3790,50043,1904000
-12214,3769,380,15710,3170,8740,3010,44659,1891000
-12215,3769,380,12460,2210,6370,2220,36625,1846000
-12215,3769,360,15010,2870,7030,2760,38864,1973000
-12215,377,360,14680,2520,7330,2290,34583,1926000
-12216,3769,360,11180,2190,6250,2280,37813,1922000
-12216,377,360,10970,2080,5680,2250,29917,1946000
-12216,377,360,17190,3030,8360,3110,44375,1935000
-12217,377,240,17550,3650,9520,3620,40,2026000
-12216,3768,160,16870,3480,5680,3520,23869,833000
-12217,3769,240,22620,3910,11250,3660,47609,2126000
-12218,3768,50,20870,4070,8400,4010,54858,1878000
-12216,3769,360,14800,2780,7960,2830,43971,2057000
-12215,3769,360,15450,2730,8630,2670,40109,1929000
-12215,3768,350,26320,4470,13490,4860,43864,2052000
-12215,3768,300,22610,4430,9290,3830,42841,2134000
-12215,3769,390,16700,3080,9570,3350,51312,1836000
-12214,3769,370,21410,5350,10930,5550,29958,1784000
-12214,3768,270,33370,6130,14890,6070,36364,2192000
-12214,3768,310,31840,7160,15610,6280,27955,1831000
-1221,3769,440,23410,5000,12560,4850,29507,1571000
-12212,3769,300,11970,2690,6950,2790,34375,1578000
-12213,3769,340,11310,2780,5600,2370,2875,1617000
-12212,3771,380,11640,2840,6320,2890,30345,1521000
-12212,377,410,34950,7870,18490,7500,2679,1449000
-12212,377,170,24880,6170,12870,5380,29922,1799000
-12212,3769,350,26810,5080,15800,5360,41042,1791000
-12212,377,190,24950,6350,15710,5790,25833,1599000
-12211,377,230,16890,4610,8280,4430,21552,1614000
-12211,377,290,12980,3060,8350,3380,23274,1704000
-12211,377,190,26930,7890,17650,7240,24206,1375000
-1221,3769,410,7460,,3870,1610,39063,1784000
-12211,3769,370,24440,6510,15620,6180,26464,1552000
-12211,3769,420,14720,3100,7680,3090,34643,1609000
-12212,3769,100,22270,5600,11400,4720,23973,1673000
-12203,3769,200,2000,250,830,310,65,3400000
-12197,3764,320,12830,1940,4850,1710,60574,4310000
-12202,3763,60,24450,5900,11890,5730,38958,3011000
-12204,3763,210,13070,2360,5860,2490,47813,2419000
-12205,3763,50,37850,9360,22400,7920,32829,1625000
-12204,3766,100,20310,3570,8670,3520,53169,2992000
-12204,3765,100,82990,13260,38270,12880,62579,3155000
-12205,3768,230,75180,12790,38270,12940,51701,2168000
-12207,3768,360,18150,4260,12800,4310,325,2181000
-12206,3768,300,53670,12070,26670,10470,31796,1703000
-12208,3768,260,11670,3700,2530,1370,24196,2750000
-12208,3768,260,26070,6820,14010,6070,26563,1841000
-12208,3767,290,4930,1680,2330,1520,9637,1600000
-12209,3767,480,12520,3050,6730,3080,23357,1750000
-12209,3768,410,13820,3530,7040,3140,35114,1975000
-12209,3769,430,5000,1100,2730,1200,33125,1500000
-12209,3768,290,23330,5380,11200,5400,24042,2056000
-12209,3768,410,18340,4630,11050,4670,28322,1703000
-12209,3768,430,14150,3480,5690,2930,25156,1909000
-1221,3768,370,13520,3420,6910,3240,34032,1969000
-1221,3768,370,21160,5030,11090,4480,2535,1740000
-12211,3768,370,19760,4810,11970,4650,25772,1702000
-1221,3768,380,17790,4130,10610,4000,30962,1809000
-1221,3767,340,36590,8970,24790,9030,29564,1505000
-1221,3768,310,18920,4280,11620,3890,3125,1671000
-12212,3768,350,19580,4840,11460,4480,295,1489000
-12212,3768,400,15530,2530,7240,2670,438,1964000
-12212,3768,370,24120,3940,9750,3750,40417,1911000
-12211,3767,360,21100,3890,9520,3700,38,1875000
-12212,3768,450,21790,4010,11590,3990,34839,1806000
-12213,3768,450,24570,4450,11290,4220,40588,1828000
-12213,3768,440,21470,3990,11750,4010,41974,1793000
-12213,3768,430,16760,3400,9240,3280,36,1794000
-12214,3768,350,29760,5180,14240,5380,4267,2103000
-12214,3767,340,30360,5330,13660,5000,42386,1923000
-12215,3767,350,24720,3980,11710,3900,55797,1981000
-12214,3767,360,14870,2490,6410,2430,40682,1962000
-12213,3767,380,20120,3470,8800,3320,31734,1816000
-12214,3767,370,33420,,16350,5570,47933,1869000
-12214,3767,370,31560,5340,14950,5430,48125,1883000
-12213,3767,400,17480,3180,9140,3170,38676,1840000
-12212,3767,330,34290,6810,17980,6940,39395,1847000
-12213,3767,420,35920,7030,16250,6650,32434,1799000
-12211,3767,380,10350,2470,5990,2240,30917,1672000
-12211,3767,320,30280,8110,20370,7030,30645,1654000
-12209,3767,330,24310,6550,18540,6030,27019,1540000
-12209,3767,390,20690,5000,14080,4780,31115,1535000
-12209,3766,400,13400,3130,7660,2710,34722,1354000
-12209,3766,390,11600,2590,7250,2740,22222,1583000
-12205,3768,320,20150,3180,10190,3400,61104,2407000
-12206,3767,220,38820,8160,18300,7430,42733,1807000
-12207,3767,270,32390,6710,14690,6160,32465,2306000
-12207,3767,280,29320,7390,11980,6240,32417,2108000
-12207,3767,380,21040,4090,10390,3940,3875,1653000
-12204,3767,290,16940,2510,6900,2420,60501,2542000
-12204,3767,180,30000,4190,11550,4150,68233,3326000
-12204,3766,230,24190,3480,10660,3840,63501,3500000
-12207,3766,280,22800,6100,12550,5870,26719,1612000
-12207,3766,210,50310,11680,24610,10420,3875,1793000
-12208,3766,330,15470,3720,10630,3560,25625,1543000
-12207,3765,310,33000,7900,21810,7400,3016,1618000
-12208,3765,170,50180,14390,30690,12990,27694,1619000
-12208,3765,350,18130,3930,10930,3740,36818,1654000
-12208,3766,370,19970,4360,13490,4370,21382,1666000
-1221,3766,370,9010,1910,5990,2060,37303,1497000
-1221,3766,350,6860,1420,4800,1490,3875,1621000
-1221,3766,330,19540,4640,12930,4480,30489,1526000
-12209,3765,270,26300,7220,14140,6340,28203,1952000
-12209,3765,350,11300,1920,5430,1840,43897,1906000
-12209,3765,350,11840,2000,5720,1940,47143,1938000
-1221,3766,340,6560,1150,3420,1120,46875,2006000
-12211,3766,290,25440,6430,23320,6030,32091,1500000
-1221,3766,360,13050,2250,7680,2340,4275,1853000
-12211,3766,360,17550,3160,9130,2990,41302,1727000
-12211,3766,350,28430,6520,17260,6430,309,1741000
-1221,3765,250,25380,4940,11850,5010,45417,1944000
-1221,3764,280,17840,3110,7350,2780,46635,2067000
-1221,3765,310,17970,3270,7960,3190,44427,2045000
-1221,3765,360,4100,760,2520,820,45303,1750000
-12212,3765,260,1620,270,860,250,2375,1375000
-1221,3763,180,99630,20310,56130,19460,38171,1872000
-1221,3761,350,23610,4580,17270,4670,45281,1736000
-12213,3766,190,8620,1670,4070,1830,43456,1630000
-12211,3765,180,43350,8080,20410,7340,34861,3316000
-12211,3764,310,14870,2800,8540,3010,52312,1976000
-12211,3764,80,35920,8490,19070,7460,36708,1979000
-12212,3764,400,4320,1020,2640,770,38875,2281000
-12209,3763,340,14570,2420,7350,2490,39167,1895000
-12209,3764,320,15780,2840,8360,2920,39063,1842000
-1221,3763,290,21720,4350,13770,4080,37895,1809000
-12208,3764,360,13400,2450,7890,2480,38,1720000
-12208,3764,360,11160,1990,6620,2260,57309,1779000
-12209,3764,360,18850,3070,8530,2710,41141,1731000
-12209,3764,360,11800,2120,6640,2000,52838,1726000
-12208,3764,300,52670,12530,40650,11130,33479,1821000
-12208,3764,230,18970,4400,11090,4180,3142,1795000
-12208,3763,310,7670,1710,5480,1850,37614,1760000
-12208,3763,330,6910,1270,4310,1490,425,1926000
-12208,3764,360,7860,1330,4630,1600,39338,1827000
-12207,3764,220,58610,15160,54360,14630,25158,1349000
-12207,3763,270,27840,7230,20280,6930,24808,1576000
-12207,3764,250,45240,8600,24260,8620,47083,1909000
-12206,3764,370,14680,3040,10380,2820,41652,1582000
-12206,3764,200,16550,4500,8570,4300,35541,3500000
-12206,3765,330,12270,2860,8480,2910,38036,1582000
-12206,3764,330,11600,2520,7290,2200,38259,1461000
-12204,3763,330,9520,1720,3690,1590,32331,2267000
-12203,3762,350,20720,3520,10010,3500,47109,1987000
-12203,3762,320,29640,5470,14720,5270,42468,2212000
-12204,3762,350,10320,1730,4530,1760,6396,2085000
-12204,3762,350,6570,1180,3280,1340,38125,2042000
-12204,3762,320,15400,3240,7930,3020,32857,1932000
-12203,3762,350,12980,2360,6320,2040,38929,2095000
-12203,3761,360,14090,2710,10020,2810,37262,1649000
-12203,3761,370,13830,2590,8080,2410,40125,1614000
-12204,3761,360,11510,2160,7270,2150,41719,1870000
-12204,3762,350,8990,1790,4550,1850,42857,1904000
-12208,3763,370,17930,3640,15340,3460,36458,1566000
-12208,3762,170,24850,5180,11390,5500,26875,1573000
-12207,3763,350,19310,3760,11750,3370,37292,1681000
-12207,3763,240,23290,4650,14010,4530,45913,1776000
-12206,3763,120,67110,13740,33880,12890,38625,2089000
-12206,3763,230,19390,3560,8410,3640,33611,1692000
-12205,3761,160,16420,3460,7050,3510,28971,1639000
-12208,3763,340,16190,2930,11480,3100,40326,1647000
-12208,3763,350,5170,1080,3910,1070,40682,1569000
-12209,3763,360,15700,2740,9920,2490,53644,1688000
-12209,3763,350,12130,2210,7900,2430,47019,1741000
-12208,3762,270,18260,3090,10160,3130,564,2065000
-12208,3761,260,22610,4430,10390,3950,37931,2039000
-12199,3761,90,36660,7110,23410,7030,46458,2170000
-12202,376,360,16330,3450,13820,3380,3694,1596000
-12202,376,310,21550,5220,18580,4370,2652,1598000
-12202,376,320,12950,2800,11560,3000,35,1543000
-12202,376,320,12950,2950,10970,3280,32386,1496000
-12203,3761,330,15180,3020,8310,2680,5097,1886000
-12204,376,170,33140,6380,18730,6020,43875,2385000
-12206,376,220,30090,4970,16400,5140,4625,2353000
-12208,3761,60,26050,4740,15680,4330,50406,2614000
-12206,376,170,51590,8320,31740,8170,58704,2344000
-12206,376,180,17260,2760,11860,3100,53226,2317000
-12208,3759,160,18160,3650,13670,3550,4235,1563000
-12207,3759,130,25780,5510,16800,5280,4825,2220000
-12208,3758,150,25760,4180,16570,4100,55218,2544000
-12207,3758,160,16440,2510,10330,2670,65116,2443000
-12207,3758,160,16060,2400,11170,2680,60661,2470000
-12208,3758,160,33490,5440,20030,4880,60074,2365000
-12207,3759,150,34750,6860,25680,6530,46211,1514000
-12207,3758,160,18930,3380,14610,3440,5225,2137000
-12204,3759,140,17270,3020,11160,2730,53428,2436000
-12205,3759,150,62430,12730,31630,12740,37462,2125000
-12203,376,240,20770,3830,14880,3890,45721,2147000
-12202,3759,180,11650,3330,8550,3190,36923,2132000
-12203,3759,160,43710,8890,25300,8170,46786,2560000
-12201,3759,20,8380,2950,2400,1490,2875,2375000
-12202,3758,150,30520,7600,20970,7280,33617,1781000
-12201,3758,170,43130,7170,26290,7210,57579,2318000
-12209,376,360,3850,940,2950,920,29706,1479000
-12208,376,100,30460,6780,20560,6280,39022,1917000
-12197,3757,210,43420,7830,21720,7890,46146,2476000
-12196,3758,150,35750,5970,17770,5590,57192,2835000
-12198,3758,200,41260,10310,20790,9750,36832,2169000
-12199,3758,310,28780,4780,12760,4850,62073,2825000
-1220,3758,60,44050,7170,20710,6880,58151,2956000
-12201,3757,140,161990,29930,81170,28470,58322,2818000
-12204,3758,140,149170,27080,80120,26060,56277,2698000
-12204,3757,120,57190,10640,34360,10570,52879,2312000
-12207,3757,80,86470,14070,50190,13790,65615,3183000
-12206,3758,150,81120,13760,45760,13480,56758,2534000
-12205,3757,70,106480,18180,60750,17970,61047,2782000
-12193,3749,50,11500,3110,6480,2450,35714,3000000
-12207,3752,30,140140,28610,72050,27530,60824,2735000
-12202,3756,230,43320,8570,24610,8290,43594,2234000
-12202,3756,350,17160,3120,9140,3160,55737,2145000
-12203,3756,310,49810,9640,28410,9240,48962,2202000
-12203,3756,240,84440,14920,44460,14910,46978,2403000
-12201,3756,60,30280,7780,15310,7360,44259,1580000
-12201,3755,260,20680,5320,14340,4950,33008,2242000
-12202,3755,330,13250,2740,9090,2670,45687,1772000
-12201,3756,240,25630,4850,11740,5010,38179,2161000
-12199,3756,180,55050,10050,26410,9710,50,2697000
-12199,3756,200,64620,12940,32880,12350,43393,2312000
-12196,3755,40,37460,9930,16060,8380,41387,1625000
-12197,3756,130,89180,18230,45180,17720,48052,2540000
-12197,3754,310,19490,3440,9860,3220,46349,1962000
